Time, H35, H70 
00:07,50.00,41.00
00:07,50.00,41.00
00:07,50.00,41.00
00:07,50.00,41.00
00:17,50.00,41.00
00:17,50.00,41.00
00:27,49.00,40.00
00:27,49.00,40.00
00:37,49.00,40.00
00:37,49.00,40.00
00:37,49.00,40.00
00:37,49.00,40.00
00:47,49.00,40.00
00:47,49.00,40.00
00:57,49.00,40.00
00:57,49.00,40.00
01:07,49.00,41.00
01:07,49.00,41.00
01:07,49.00,41.00
01:07,49.00,41.00
01:17,49.00,40.00
01:17,49.00,40.00
01:27,49.00,40.00
01:27,49.00,40.00
01:37,49.00,40.00
01:37,49.00,40.00
01:37,49.00,40.00
01:37,49.00,40.00
01:47,49.00,40.00
01:47,49.00,40.00
01:57,49.00,40.00
01:57,49.00,40.00
02:07,49.00,40.00
02:07,49.00,40.00
02:07,49.00,40.00
02:07,49.00,40.00
02:17,49.00,40.00
02:17,49.00,40.00
02:27,49.00,40.00
02:27,49.00,40.00
02:37,49.00,40.00
02:37,49.00,40.00
02:37,49.00,40.00
02:37,49.00,40.00
02:47,49.00,40.00
02:47,49.00,40.00
02:57,49.00,40.00
02:57,49.00,40.00
03:07,49.00,40.00
03:07,49.00,40.00
03:07,49.00,40.00
03:07,49.00,40.00
03:17,49.00,40.00
03:17,49.00,40.00
03:27,49.00,40.00
03:27,49.00,40.00
03:37,49.00,40.00
03:37,49.00,40.00
03:37,49.00,40.00
03:37,49.00,40.00
03:47,49.00,40.00
03:47,49.00,40.00
03:57,49.00,40.00
03:57,49.00,40.00
04:07,49.00,40.00
04:07,49.00,40.00
04:07,49.00,40.00
04:07,49.00,40.00
04:17,49.00,40.00
04:27,49.00,40.00
04:27,49.00,40.00
04:27,49.00,40.00
04:37,49.00,40.00
04:37,49.00,40.00
04:37,49.00,40.00
04:37,49.00,40.00
04:47,49.00,40.00
04:57,49.00,40.00
04:57,49.00,40.00
04:57,49.00,40.00
05:07,49.00,40.00
05:07,49.00,40.00
05:07,49.00,40.00
05:07,49.00,40.00
05:17,49.00,40.00
05:27,49.00,40.00
05:27,49.00,40.00
05:27,49.00,40.00
05:37,49.00,40.00
05:37,49.00,40.00
05:37,49.00,40.00
05:37,49.00,40.00
05:47,49.00,40.00
05:57,49.00,40.00
05:57,49.00,40.00
05:57,49.00,40.00
06:07,49.00,40.00
06:07,49.00,40.00
06:07,49.00,40.00
06:17,49.00,40.00
06:17,49.00,40.00
06:27,49.00,40.00
06:27,49.00,40.00
06:27,49.00,40.00
06:37,49.00,40.00
06:37,49.00,40.00
06:37,49.00,40.00
06:47,49.00,40.00
06:47,49.00,40.00
06:57,49.00,40.00
07:00,49.00,40.00
07:00,49.00,40.00
07:07,49.00,40.00
07:07,49.00,40.00
07:07,49.00,40.00
07:17,49.00,40.00
07:17,49.00,40.00
07:27,50.00,41.00
07:27,50.00,41.00
07:27,50.00,41.00
07:37,50.00,41.00
07:37,50.00,41.00
07:37,50.00,41.00
07:47,50.00,41.00
07:47,50.00,41.00
07:57,54.00,45.00
07:57,54.00,45.00
07:57,54.00,45.00
08:07,54.00,45.00
08:07,54.00,45.00
08:07,54.00,45.00
08:17,47.00,38.00
08:17,47.00,38.00
08:27,42.00,33.00
08:27,42.00,33.00
08:27,42.00,33.00
