Time, H35, H70 
00:07,69.00,60.00
00:07,69.00,60.00
00:07,69.00,60.00
00:07,69.00,60.00
00:07,69.00,60.00
00:07,69.00,60.00
00:07,69.00,60.00
00:07,69.00,60.00
00:17,69.00,60.00
00:17,69.00,60.00
00:17,69.00,60.00
00:17,69.00,60.00
00:27,69.00,60.00
00:27,69.00,60.00
00:27,69.00,60.00
00:27,69.00,60.00
00:27,69.00,60.00
00:27,69.00,60.00
00:27,69.00,60.00
00:37,69.00,60.00
00:37,69.00,60.00
00:37,69.00,60.00
00:37,69.00,60.00
00:37,69.00,60.00
00:37,69.00,60.00
00:37,69.00,60.00
00:37,69.00,60.00
00:47,69.00,60.00
00:47,69.00,60.00
00:47,69.00,60.00
00:47,69.00,60.00
00:57,69.00,60.00
00:57,69.00,60.00
00:57,69.00,60.00
00:57,69.00,60.00
00:57,69.00,60.00
00:57,69.00,60.00
00:57,69.00,60.00
01:07,69.00,60.00
01:07,69.00,60.00
01:07,69.00,60.00
01:07,69.00,60.00
01:07,69.00,60.00
01:07,69.00,60.00
01:07,69.00,60.00
01:07,69.00,60.00
01:17,69.00,60.00
01:17,69.00,60.00
01:17,69.00,60.00
01:17,69.00,60.00
01:27,69.00,60.00
01:27,69.00,60.00
01:27,69.00,60.00
01:27,69.00,60.00
01:27,69.00,60.00
01:27,69.00,60.00
01:27,69.00,60.00
01:37,69.00,60.00
01:37,69.00,60.00
01:37,69.00,60.00
01:37,69.00,60.00
01:37,69.00,60.00
01:37,69.00,60.00
01:37,69.00,60.00
01:37,69.00,60.00
01:47,69.00,60.00
01:47,69.00,60.00
01:47,69.00,60.00
01:47,69.00,60.00
01:57,69.00,60.00
01:57,69.00,60.00
01:57,69.00,60.00
01:57,69.00,60.00
01:57,69.00,60.00
01:57,69.00,60.00
01:57,69.00,60.00
02:07,69.00,60.00
02:07,69.00,60.00
02:07,69.00,60.00
02:07,69.00,60.00
02:07,69.00,60.00
02:07,69.00,60.00
02:07,69.00,60.00
02:07,69.00,60.00
02:17,69.00,60.00
02:17,69.00,60.00
02:17,69.00,60.00
02:17,69.00,60.00
02:27,69.00,60.00
02:27,69.00,60.00
02:27,69.00,60.00
02:27,69.00,60.00
02:27,69.00,60.00
02:27,69.00,60.00
02:27,69.00,60.00
02:37,69.00,60.00
02:37,69.00,60.00
02:37,69.00,60.00
02:37,69.00,60.00
02:37,69.00,60.00
02:37,69.00,60.00
02:37,69.00,60.00
02:37,69.00,60.00
02:47,69.00,60.00
02:47,69.00,60.00
02:47,69.00,60.00
02:47,69.00,60.00
02:57,69.00,60.00
02:57,69.00,60.00
02:57,69.00,60.00
02:57,69.00,60.00
02:57,69.00,60.00
02:57,69.00,60.00
02:57,69.00,60.00
03:07,69.00,60.00
03:07,69.00,60.00
03:07,69.00,60.00
03:07,69.00,60.00
03:07,69.00,60.00
03:07,69.00,60.00
03:07,69.00,60.00
03:17,69.00,60.00
03:17,69.00,60.00
03:17,69.00,60.00
03:17,69.00,60.00
03:17,69.00,60.00
03:27,69.00,60.00
03:27,69.00,60.00
03:27,69.00,60.00
03:27,69.00,60.00
03:27,69.00,60.00
03:27,69.00,60.00
03:27,69.00,60.00
03:37,69.00,60.00
03:37,69.00,60.00
03:37,69.00,60.00
03:37,69.00,60.00
03:37,69.00,60.00
03:37,69.00,60.00
03:47,69.00,60.00
03:47,69.00,60.00
03:47,69.00,60.00
03:47,69.00,60.00
03:47,69.00,60.00
03:47,69.00,60.00
03:57,69.00,60.00
03:57,69.00,60.00
03:57,69.00,60.00
03:57,69.00,60.00
03:57,69.00,60.00
03:57,69.00,60.00
03:57,69.00,60.00
04:07,69.00,60.00
04:07,69.00,60.00
04:07,69.00,60.00
